chapter,verse,speaker,sanskrit,translation,question,augmented_response,book
13,17,भगवान,ज्योतिषामपि तज्ज्योतिस्तमसः परमुच्यते| ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् || 13.17 || ,"That Light of all lights is said to be beyond darkness: knowledge, the knowable, and the goal of knowledge, seated in the hearts of all.",How can I attain the state of Brahman?,"According to verse 13.17 of the Bhagavad Gita, the state of Brahman is already seated in the hearts of all, and is known as the ""Light of all lights"". Therefore, to attain this state, one does not need to acquire it or strive for it, as it is already present.

The sloka associated with this answer is:
ज्योतिषामपि तज्ज्योतिस्तमसः परमुच्यते| ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् || 13.17 || ",Bhagwad Gita
13,18,भगवान,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः| मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते || 13.18 || ,"Thus, the field, as well as knowledge and the knowable, have been briefly stated. My devotee, knowing this, enters into My being.",How does it help to have the knowledge of kshetra and kshetrajna? Who is fit to attain salvation?,"According to Bhagavad Gita Chapter 13, Verse 18,भगवान (God) states that having knowledge of the kshetra (field) and kshetrajna (knowable) helps the devotee to enter into His being. This implies that understanding the relationship between the individual self (jiva) and the ultimate reality (Brahman) is crucial for spiritual growth and salvation.

As for who is fit to attain salvation, the verse doesn't explicitly state it. However, it implies that the devotee who has gained this knowledge is capable of achieving this.

The sloka associated with this answer is:
इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः| मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते || 13.18 || ",Bhagwad Gita
13,19,भगवान,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि| विकारांश्च गुणांश्चैव विद्धि प्रकृतिसंभवान् || 13.19 || ,"Know that Nature (matter) and the Spirit are both beginningless, and know also that all modifications and qualities are born from Nature.",When did Prakriti and Purusha originate?,"According to Bhagavad Gita, Chapter 13, Verse 19, the speaker, भगवान (Bhagavan), states that Nature (Prakriti) and Spirit (Purusha) are both beginningless, meaning they have no origin.

The sloka associated with this answer is:
प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि| विकारांश्च गुणांश्चैव विद्धि प्रकृतिसंभवान् || 13.19 || ",Bhagwad Gita
13,20,भगवान,कार्यकारणकर्तृत्वे हेतुः प्रकृतिरुच्यते| पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते || 13.20 || ,"In the production of the effect and the cause, Nature (matter) is said to be the cause; in the experience of pleasure and pain, the soul is said to be the one responsible.",What is the role of the Self or Purusha in human experience?,"According to Bhagavad Gita, Chapter 13, Verse 20, the Self or Purusha is responsible for the experience of pleasure and pain.

The sloka associated with this answer is:
कार्यकारणकर्तृत्वे हेतुः प्रकृतिरुच्यते| पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते || 13.20 || ",Bhagwad Gita
13,21,भगवान,पुरुषः प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान्| कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु || 13.21 || ,The soul seated in Nature experiences the qualities born of Nature; attachment to the qualities is the cause of its birth in good and evil wombs.,Who experiences the nature around perceived through the sense organs?,"According to Bhagavad Gita Chapter 13, Verse 21, the speaker (भगवान) states that the soul (jiva) seated in Nature experiences the qualities born of Nature. Therefore, the answer is: The soul experiences the nature around perceived through the sense organs.

The sloka associated with this answer is:
पुरुषः प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान्| कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु || 13.21 || ",Bhagwad Gita
13,22,भगवान,उपद्रष्टाऽनुमन्ता च भर्ता भोक्ता महेश्वरः| परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुषः परः || 13.22 || ,"The Supreme Soul in this body is also called the observer, the permitter, the sustainer, the enjoyer, the great Lord, and the Supreme Self.",What is the role of the Self or seer in the human body?,"According to Bhagavad Gita Chapter 13, Verse 22, the Supreme Soul in the human body is referred to as the ""observer, the permitter, the sustainer, the enjoyer, the great Lord, and the Supreme Self"". This implies that the role of the Self or seer (the Supreme Soul) is to observe, permit, sustain, and enjoy the experiences and actions that take place in the body, while also being the Great Lord and Supreme Self.

The sloka associated with this answer is:
उपद्रष्टाऽनुमन्ता च भर्ता भोक्ता महेश्वरः| परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुषः परः || 13.22 || ",Bhagwad Gita
13,23,भगवान,य एवं वेत्ति पुरुषं प्रकृतिं च गुणैः सह| सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते || 13.23 || ,"He who thus knows the Spirit and Matter together with their qualities, in whatever condition he may be, he is not reborn.",What is the benefit of gaining knowledge of Purusha and Prakriti?,"According to Bhagavad Gita Chapter 13, Verse 23, the benefit of gaining knowledge of Purusha (Spirit) and Prakriti (Matter) together with their qualities is that one who attains this knowledge is not reborn.

The sloka associated with this answer is:
य एवं वेत्ति पुरुषं प्रकृतिं च गुणैः सह| सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते || 13.23 || ",Bhagwad Gita
13,24,भगवान,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना| अन्ये सांख्येन योगेन कर्मयोगेन चापरे || 13.24 || ,"Some behold the Self within themselves through meditation, others through the Yoga of knowledge, and still others through the Yoga of action.",What are the various ways of realising or perceiving the self within the body?,"According to Bhagavad Gita Chapter 13, Verse 24, spoken by भगवान (God), the various ways of realising or perceiving the Self within the body are:

1. Through meditation (some behold the Self within themselves through meditation).
2. Through the Yoga of knowledge (others through the Yoga of knowledge).
3. Through the Yoga of action (still others through the Yoga of action).

The sloka associated with this answer is:
ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना| अन्ये सांख्येन योगेन कर्मयोगेन चापरे || 13.24 || ",Bhagwad Gita
13,25,भगवान,अन्ये त्वेवमजानन्तः श्रुत्वाऽन्येभ्य उपासते| तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणाः || 13.25 || ,"Others, too, who do not know thus, worship, having heard of It from others; they, too, cross beyond death, regarding what they have heard as the supreme refuge.",What happens if we have only a partial or slightly incorrect knowledge of the self?,"According to Bhagavad Gita 13.25, even those who have only a partial or slightly incorrect knowledge of the Self, ""do not know thus"", can still attain spiritual growth and liberation by worshipping and regarding what they have heard as the supreme refuge.

The sloka associated with this answer is:
अन्ये त्वेवमजानन्तः श्रुत्वाऽन्येभ्य उपासते| तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणाः || 13.25 || ",Bhagwad Gita
13,26,भगवान,यावत्सञ्जायते किञ्चित्सत्त्वं स्थावरजङ्गमम्| क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ || 13.26 || ,"Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union of the field and its knower.",Is it possible for a human or another living being to exist without the presence of the kshetrajna or self in the body?,"According to Bhagavad Gita Chapter 13, Verse 26, the speaker Lord Krishna says: ""Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union of the field and its knower.""

This verse suggests that the union of the field (kshetra) and its knower (kshetrajna) is necessary for the existence of a being. The kshetrajna, or self, is the conscious awareness that knows the kshetra, or the physical body. Therefore, it is not possible for a human or another living being to exist without the presence of the kshetrajna or self in the body.

The sloka associated with this answer is:
यावत्सञ्जायते किञ्चित्सत्त्वं स्थावरजङ्गमम्| क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ || 13.26 || ",Bhagwad Gita
13,27,भगवान,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम्| विनश्यत्स्वविनश्यन्तं यः पश्यति स पश्यति || 13.27 || ,"He who sees the Supreme Lord existing truly in all beings, the imperishable within the perishable, sees indeed.",Is it possible to see and experience things as they truly are?,"According to Bhagavad Gita Chapter 13, Verse 27, spoken by भगवान (the Supreme Lord), the answer is yes. The verse states: ""He who sees the Supreme Lord existing truly in all beings, the imperishable within the perishable, sees indeed."" This suggests that it is possible to see and experience things as they truly are, by recognizing the Supreme Lord existing within all beings and the imperishable within the perishable.

The sloka associated with this answer is:
समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम्| विनश्यत्स्वविनश्यन्तं यः पश्यति स पश्यति || 13.27 || ",Bhagwad Gita
13,28,भगवान,समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम्| न हिनस्त्यात्मनाऽऽत्मानं ततो याति परां गतिम् || 13.28 || ,"For he who truly sees the same Lord dwelling everywhere does not destroy the Self by the self; rather, he attains the highest goal.",How can we avoid injuring our own mind?,"According to Bhagavad Gita, Chapter 13, Verse 28, spoken by भगवान (God), the key to avoiding injuring one's own mind is to ""truly see the same Lord dwelling everywhere."" This means having a profound understanding and realization that the divine is present in every aspect of existence, and thus, recognizing the interconnectedness of all things. By doing so, one does not ""destroy the Self by the self,"" and instead, attains the highest goal.

The sloka associated with this answer is:
समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम्| न हिनस्त्यात्मनाऽऽत्मानं ततो याति परां गतिम् || 13.28 || ",Bhagwad Gita
13,29,भगवान,प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वशः| यः पश्यति तथाऽऽत्मानमकर्तारं स पश्यति || 13.29 || ,"He sees, who sees that all actions are performed solely by Nature and that the Self is without action.",Are actions done by Prakriti (nature) or by the self or soul residing in the body?,"According to Bhagavad Gita, Chapter 13, Verse 29, Krishna says: ""He sees, who sees that all actions are performed solely by Nature and that the Self is without action.""

Answer: Actions are done by Prakriti (nature), not by the self or soul residing in the body.

The sloka associated with this answer is:
प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वशः| यः पश्यति तथाऽऽत्मानमकर्तारं स पश्यति || 13.29 || ",Bhagwad Gita
13,30,भगवान,यदा भूतपृथग्भावमेकस्थमनुपश्यति| तत एव च विस्तारं ब्रह्म सम्पद्यते तदा || 13.30 || ,"When a person sees all beings as resting in the One and emanating from the One alone, they then become Brahman.",Is it possible to perceive Brahman or consciousness in all beings?,"According to the Bhagavad Gita (Chapter 13, Verse 30), भगवान (Bhagavan) states: ""When a person sees all beings as resting in the One and emanating from the One alone, they then become Brahman.""

The answer to the question is: Yes, it is possible to perceive Brahman or consciousness in all beings. This is achieved when one sees all beings as connected to and emanating from the One ultimate reality, Brahman.

The sloka associated with this answer is:
यदा भूतपृथग्भावमेकस्थमनुपश्यति| तत एव च विस्तारं ब्रह्म सम्पद्यते तदा || 13.30 || ",Bhagwad Gita
13,31,भगवान,अनादित्वान्निर्गुणत्वात्परमात्मायमव्ययः| शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते || 13.31 || ,"Being without beginning, devoid of any qualities, the Supreme Self, imperishable, though dwelling in the body, O Arjuna, neither acts nor is tainted.",Does the Self or soul undergo changes with time?,"According to Bhagavad Gita Chapter 13, Verse 31, the Supreme Self (भगवान) says:

""Being without beginning, devoid of any qualities, the Supreme Self, imperishable, though dwelling in the body, O Arjuna, neither acts nor is tainted.""

This verse indicates that the Self or soul (Supreme Self) is imperishable and does not undergo changes with time.

The sloka associated with this answer is:
अनादित्वान्निर्गुणत्वात्परमात्मायमव्ययः| शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते || 13.31 || ",Bhagwad Gita
13,32,भगवान,यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते| सर्वत्रावस्थितो देहे तथाऽऽत्मा नोपलिप्यते || 13.32 || ,"As the all-pervading ether is not tainted, due to its subtlety, so the Self seated everywhere in the body is not tainted either.",Can you give me an analogy to understand the immutability of consciousness or Purusha?,"According to Bhagavad Gita 13.32,भगवान says that just as the all-pervading ether is not tainted, due to its subtlety, so the Self (Purusha) seated everywhere in the body is not tainted either.

An analogy to understand the immutability of consciousness or Purusha can be the ether. Just as the ether remains unaffected and untainted by the various sounds that arise within it, the Purusha or consciousness remains unchanged and untainted by the various thoughts, emotions, and actions that arise within the body.

The sloka associated with this answer is:
यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते| सर्वत्रावस्थितो देहे तथाऽऽत्मा नोपलिप्यते || 13.32 || ",Bhagwad Gita
13,33,भगवान,यथा प्रकाशयत्येकः कृत्स्नं लोकमिमं रविः| क्षेत्रं क्षेत्री तथा कृत्स्नं प्रकाशयति भारत || 13.33 || ,"Just as the one sun illuminates the entire world, so too does the Lord of the field (Supreme Self) illuminate the entire field, O Arjuna.",Can we think of consciousness like the sun which illuminates the whole world?,"According to Bhagavad Gita, Chapter 13, Verse 33, the Lord (Supreme Self) is compared to the sun, illuminating the entire field (the universe). This analogy suggests a direct correlation between the Lord and consciousness, implying that just as the sun illuminates the world, the Lord/Supreme Self illuminates the entire field/universe, including the realm of consciousness.

The sloka associated with this answer is:
यथा प्रकाशयत्येकः कृत्स्नं लोकमिमं रविः| क्षेत्रं क्षेत्री तथा कृत्स्नं प्रकाशयति भारत || 13.33 || ",Bhagwad Gita
13,34,भगवान,क्षेत्रक्षेत्रज्ञयोरेवमन्तरं ज्ञानचक्षुषा| भूतप्रकृतिमोक्षं च ये विदुर्यान्ति ते परम् || 13.34 || ,"They who, by the eye of knowledge, perceive the distinction between the field and its knower, as well as the liberation from the Nature of being, go to the Supreme.",What is the use of learning to differentiate between Purusha (consciousness) and Prakriti (physical nature)?,"According to Bhagavad Gita 13.34, the use of learning to differentiate between Purusha (consciousness) and Prakriti (physical nature) is to gain liberation from the Nature of being and ultimately attain the Supreme.

The sloka associated with this answer is:
क्षेत्रक्षेत्रज्ञयोरेवमन्तरं ज्ञानचक्षुषा| भूतप्रकृतिमोक्षं च ये विदुर्यान्ति ते परम् || 13.34 || ",Bhagwad Gita
14,1,भगवान,परं भूयः प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम्| यज्ज्ञात्वा मुनयः सर्वे परां सिद्धिमितो गताः || 14.1 || ,"The Blessed Lord said, ""I will again declare to thee that supreme knowledge, the best of all knowledge, having known which all the sages have gone to supreme perfection after this life.""",Does Krishna truly reveal all spiritual knowledge in the Gita?,"According to Bhagavad Gita Chapter 14, Verse 1, Krishna affirms that He will reveal the supreme knowledge, the best of all knowledge, which all sages have achieved after this life. This suggests that Krishna indeed intends to share all spiritual knowledge in the Gita.

The sloka associated with this answer is:
परं भूयः प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम्| यज्ज्ञात्वा मुनयः सर्वे परां सिद्धिमितो गताः || 14.1 || ",Bhagwad Gita
14,2,भगवान,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागताः| सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च || 14.2 || ,"Those who, having taken refuge in this knowledge, have attained unity with Me, are neither born at the time of creation nor disturbed at the time of dissolution.",What happens to those who attain unity with God?,"According to Bhagavad Gita, Chapter 14, Verse 2, those who attain unity with God (भगवान) are neither born at the time of creation nor disturbed at the time of dissolution.

The sloka associated with this answer is:
इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागताः| सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च || 14.2 || ",Bhagwad Gita
14,3,भगवान,मम योनिर्महद्ब्रह्म तस्मिन् गर्भं दधाम्यहम्| संभवः सर्वभूतानां ततो भवति भारत || 14.3 || ,"My womb is the great Brahma; in it I place the germ; thence, O Arjuna, is the birth of all beings.",How are all living beings born in this universe?,"According to Bhagavad Gita, Chapter 14, Verse 3, Lord Krishna states that all living beings are born from His womb, the great Brahma, where He places the germ, and from there, all beings emerge.

The sloka associated with this answer is:
मम योनिर्महद्ब्रह्म तस्मिन् गर्भं दधाम्यहम्| संभवः सर्वभूतानां ततो भवति भारत || 14.3 || ",Bhagwad Gita
14,4,भगवान,सर्वयोनिषु कौन्तेय मूर्तयः सम्भवन्ति याः| तासां ब्रह्म महद्योनिरहं बीजप्रदः पिता || 14.4 || ,"Whatever forms are produced, O Arjuna, in any womb whatsoever, the great Brahma is their womb, and I am the seed-giving father.",Who are the father and the mother of the universe?,"According to Bhagavad Gita, Chapter 14, Verse 4, the speaker Bhagavan (God) states that He is the seed-giving father, and the great Brahma is the womb. Therefore, the answer is: God is the father, and Brahma is the mother of the universe.

The sloka associated with this answer is:
सर्वयोनिषु कौन्तेय मूर्तयः सम्भवन्ति याः| तासां ब्रह्म महद्योनिरहं बीजप्रदः पिता || 14.4 || ",Bhagwad Gita
14,5,भगवान,सत्त्वं रजस्तम इति गुणाः प्रकृतिसंभवाः| निबध्नन्ति महाबाहो देहे देहिनमव्ययम् || 14.5 || ,"These qualities, O Arjuna, born of Nature, bind fast in the body of the embodied, the indestructible: purity, passion, and inertia.",What are the gunas of prakriti?,"According to Bhagavad Gita Chapter 14, Verse 5, the three gunas of prakriti (Nature) are:

1. Sattva (purity)
2. Rajas (passion)
3. Tamas (inertia)

The sloka associated with this answer is:
सत्त्वं रजस्तम इति गुणाः प्रकृतिसंभवाः| निबध्नन्ति महाबाहो देहे देहिनमव्ययम् || 14.5 || ",Bhagwad Gita
14,6,भगवान,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम्| सुखसङ्गेन बध्नाति ज्ञानसङ्गेन चानघ || 14.6 || ,"Of these, sattva, which is luminous and healthy due to its stainlessness, binds one by attachment to happiness and knowledge, O sinless one.",What is sattva?,"According to Bhagavad Gita Chapter 14, Verse 6, sattva is described as ""luminous and healthy due to its stainlessness"".

The sloka associated with this answer is:
तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम्| सुखसङ्गेन बध्नाति ज्ञानसङ्गेन चानघ || 14.6 || ",Bhagwad Gita
14,7,भगवान,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम्| तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम् || 14.7 || ,"Know, O Arjuna, that Rajas is of the nature of passion, the source of thirst and attachment; it binds fast the embodied one by attachment to action.",What is rajas?,"According to Bhagavad Gita 14.7, Rajas is of the nature of passion, the source of thirst and attachment.

The sloka associated with this answer is:
रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम्| तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम् || 14.7 || ",Bhagwad Gita
14,8,भगवान,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम्| प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत || 14.8 || ,"But know thou Tamas to be born of ignorance, deluding all embodied beings; it binds fast, O Arjuna, through heedlessness, indolence, and sleep.",What is tamas?,"According to Bhagavad Gita Chapter 14, Verse 8, Tamas is born of ignorance and deludes all embodied beings by binding them through heedlessness, indolence, and sleep.

The sloka associated with this answer is:
तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम्| प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत || 14.8 || ",Bhagwad Gita
14,9,भगवान,सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत| ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत || 14.9 || ,"Sattva attaches to happiness, Rajas to action, O Arjuna, while Tamas, verily shrouding knowledge, attaches to heedlessness.","What are the effects of sattva, rajas and tamas?","Based on Bhagavad Gita Chapter 14, Verse 9, Lord Krishna's statement is:

""Sattva attaches to happiness, Rajas to action, O Arjuna, while Tamas, verily shrouding knowledge, attaches to heedlessness.""

The effects of Sattva, Rajas, and Tamas are:

* Sattva: attachment to happiness
* Rajas: attachment to action
* Tamas: attachment to heedlessness

The sloka associated with this answer is:
सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत| ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत || 14.9 || ",Bhagwad Gita
14,10,भगवान,रजस्तमश्चाभिभूय सत्त्वं भवति भारत| रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा || 14.10 || ,"Now, O Arjuna, Sattva prevails, having overpowered Rajas and Tamas; then Rajas, having overpowered Sattva and Tamas; and then Tamas, having overpowered Sattva and Rajas.",Which among the three gunas is the most powerful?,"According to Bhagavad Gita Chapter 14, Verse 10, the speaker,भगवान (Lord), states that Tamas, having overpowered Sattva and Rajas, is the most powerful among the three gunas.

The sloka associated with this answer is:
रजस्तमश्चाभिभूय सत्त्वं भवति भारत| रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा || 14.10 || ",Bhagwad Gita
14,11,भगवान,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते| ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत || 14.11 || ,"When the wisdom-light shines through every gate of this body, then it may be known that Sattva is predominant.",What is sign of sattva in a person?,"According to Bhagavad Gita Chapter 14, Verse 11, the sign of Sattva in a person is when the wisdom-light shines through every gate of this body.

The sloka associated with this answer is:
सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते| ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत || 14.11 || ",Bhagwad Gita
14,12,भगवान,लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा| रजस्येतानि जायन्ते विवृद्धे भरतर्षभ || 14.12 || ,"Greed, activity, the undertaking of actions, restlessness, and longing—these arise when Rajas is predominant, O Arjuna.",What is the sign of rajas in a person?,"According to Bhagavad Gita Chapter 14, Verse 12, the sign of rajas in a person is: Greed, activity, the undertaking of actions, restlessness, and longing.

The sloka associated with this answer is:
लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा| रजस्येतानि जायन्ते विवृद्धे भरतर्षभ || 14.12 || ",Bhagwad Gita
14,13,भगवान,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च| तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन || 14.13 || ,"Darkness, inertia, carelessness, and delusion—these arise when Tamas is predominant, O Arjuna.",What is the sign of tamas in a person?,"According to the Bhagavad Gita, Chapter 14, Verse 13, the sign of Tamas in a person is Darkness, Inertia, Carelessness, and Delusion.

The sloka associated with this answer is:
अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च| तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन || 14.13 || ",Bhagwad Gita
14,14,भगवान,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत्| तदोत्तमविदां लोकानमलान्प्रतिपद्यते || 14.14 || ,"If the embodied one meets death when Sattva is predominant, then they attain the spotless worlds of the knowers of the Highest.",What happens to a human being in whom sattva is predominant?,"According to Bhagavad Gita Chapter 14, Verse 14, if a human being dies with sattva (purity, goodness, and wisdom) predominant, they attain the ""spotless worlds of the knowers of the Highest"".

The sloka associated with this answer is:
यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत्| तदोत्तमविदां लोकानमलान्प्रतिपद्यते || 14.14 || ",Bhagwad Gita
14,15,भगवान,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते| तथा प्रलीनस्तमसि मूढयोनिषु जायते || 14.15 || ,"Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the thoughtless.",What happens to a human being in whom rajas is predominant? What happens to a human being in whom tamas is predominant?,"Based on Bhagavad Gita Chapter 14, Verse 15,भगवान speaks:

""When meeting death, one in whom rajas is predominant is born among those who are attached to action; and one in whom tamas is predominant is born in the womb of the thoughtless.""

In summary:

* If rajas (passion) is predominant, the individual is born among those who are attached to action (i.e., he is reincarnated in a life where he is driven by desires and actions).
* If tamas (ignorance) is predominant, the individual is born in the womb of the thoughtless (i.e., he is reincarnated in a life where he is unaware of his true nature and is driven by unconscious impulses).

The sloka associated with this answer is:
रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते| तथा प्रलीनस्तमसि मूढयोनिषु जायते || 14.15 || ",Bhagwad Gita
14,16,भगवान,कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम्| रजसस्तु फलं दुःखमज्ञानं तमसः फलम् || 14.16 || ,"They say that the fruit of good action is Sattvic and pure; indeed, the fruit of Rajas is pain, and the fruit of Tamas is ignorance.",What is the result of sattvic action? What is the result of rajasic action? What is the result of tamasic action?,"Based on Bhagavad Gita Chapter 14, Verse 16, the answer is:

* The result of Sattvic action is purity.
* The result of Rajasic action is pain.
* The result of Tamasic action is ignorance.

The sloka associated with this answer is:
कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम्| रजसस्तु फलं दुःखमज्ञानं तमसः फलम् || 14.16 || ",Bhagwad Gita
14,17,भगवान,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च| प्रमादमोहौ तमसो भवतोऽज्ञानमेव च || 14.17 || ,"From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.",What does sattva lead to? What does rajas lead to? What does tamas lead to? ,"According to Bhagavad Gita 14.17,भगवान says:

* Sattva ( सत्त्व ) leads to knowledge.
* Rajas ( रजस् ) leads to greed.
* Tamas ( तमस् ) leads to heedlessness, delusion, and ignorance.

The sloka associated with this answer is:
सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च| प्रमादमोहौ तमसो भवतोऽज्ञानमेव च || 14.17 || ",Bhagwad Gita
14,18,भगवान,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः| जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः || 14.18 || ,"Those seated in Sattva ascend; those of Rajasic nature dwell in the middle; and those of Tamasic nature, abiding in the function of the lowest Guna, descend.",What happens to those who abide in sattva? What happens to those who abide in rajas? What happens to those who abide in tamas?,"Based on Bhagavad Gita Chapter 14, Verse 18, spoken by भगवान (God), we have the following answers:

* Those who abide in Sattva (purity) ascend.
* Those of Rajasic (passionate) nature dwell in the middle.
* Those of Tamasic (dark) nature, abiding in the function of the lowest Guna, descend.

The sloka associated with this answer is:
ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः| जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः || 14.18 || ",Bhagwad Gita
14,19,भगवान,नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति| गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति || 14.19 || ,"When the seer beholds no agent other than the Gunas and knows that which is higher than them, he attains to My Being.",Who performs all the actions in this universe?,"According to Bhagavad Gita Chapter 14, Verse 19, the speaker (भगवान) says: ""When the seer beholds no agent other than the Gunas and knows that which is higher than them, he attains to My Being.""

In this context, the answer to the question ""Who performs all the actions in this universe?"" is: The Gunas (the three fundamental qualities of nature: sattva, rajas, and tamas) perform all actions in the universe, as seen by the seer who has transcended identification with them.

The sloka associated with this answer is:
नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति| गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति || 14.19 || ",Bhagwad Gita
14,20,भगवान,गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान्| जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते || 14.20 || ,"The embodied one, having crossed beyond these three Gunas from which the body is evolved, is freed from birth, death, decay, and pain, and attains immortality.",What happens when the Self goes beyond the three gunas of prakriti?,"According to Chapter 14, Verse 20 of the Bhagavad Gita, when the Self (the embodied one) goes beyond the three Gunas (sattva, rajas, and tamas) of Prakriti, it is freed from:

* Birth
* Death
* Decay
* Pain

And attains immortality.

The sloka associated with this answer is:
गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान्| जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते || 14.20 || ",Bhagwad Gita
