chapter,verse,sanskrit,translation,question,augmented_response
2,39,अपरिग्रहस्थैर्ये जन्मकथंतासंबोधः,"Being resolute in the state of non-greediness (desirelessness), the understanding of (previous) births is revealed. ",What is the reward of establishing oneself in the virtue of non-hoarding? Can we remember our past births?,"According to Bhagavad Gita 2.39, the reward of establishing oneself in the virtue of non-hoarding (desirelessness) is the understanding of one's previous births.

The sloka associated with this answer is:
अपरिग्रहस्थैर्ये जन्मकथंतासंबोधः"
2,40,शौचात्स्वाङ्गजुगुप्सा परैरसंसर्गः,"Practicing cleanliness, one becomes free from the body's compulsions and from the need of (physically) associating with others.",What are the benefits of practicing (physical) cleanliness?,"According to Bhagavad Gita, Chapter 2, Verse 40, the benefits of practicing physical cleanliness are:

* Becoming free from the body's compulsions
* Becoming free from the need of physically associating with others

The sloka associated with this answer is:
शौचात्स्वाङ्गजुगुप्सा परैरसंसर्गः"
2,41,सत्त्वशुद्धिसौमनस्यैकाग्र्येन्द्रियजयात्मदर्शनयोग्यत्वानि च,"Developing sattva through the practice of cleanliness (mental purification) leads to radiance, increased ability to focus, sense control, and ability for self-awareness.",What are the benefits of mental cleanliness?,"According to Bhagavad Gita Chapter 2, Verse 41, the benefits of mental cleanliness (sattva) are: radiance, increased ability to focus, sense control, and ability for self-awareness.

The sloka associated with this answer is:
सत्त्वशुद्धिसौमनस्यैकाग्र्येन्द्रियजयात्मदर्शनयोग्यत्वानि च"
2,42,संतोषादनुत्तमः सुखलाभः,Contentment brings an unmatched sense of joy.,What is the reward of cultivating contentment?,"According to Bhagavad Gita Chapter 2, Verse 42, the reward of cultivating contentment is ""an unmatched sense of joy"".

The sloka associated with this answer is:
संतोषादनुत्तमः सुखलाभः"
2,43,कायेन्द्रियसिद्धिरशुद्धिक्षयात्तपसः,"Through intense discipline, impurities are burned away, and the body and senses become highly refined.",What are the benefits of successful practice of austerity (intense discipline)? ,"According to the Bhagavad Gita, Chapter 2, Verse 43, the benefits of successful practice of austerity (intense discipline) are that impurities are burned away, and the body and senses become highly refined.

The sloka associated with this answer is:
कायेन्द्रियसिद्धिरशुद्धिक्षयात्तपसः"
2,44,स्वाध्यायादिष्टदेवतासंप्रयोगः,Self-reflection strengthens the connection with one's personal deity.,What is the merit of self reflection (self-study)? How can strengthen our relation with God?,"According to Bhagavad Gita, Chapter 2, Verse 44, the merit of self-reflection is that it strengthens the connection with one's personal deity.

The sloka associated with this answer is:
स्वाध्यायादिष्टदेवतासंप्रयोगः"
2,45,समाधिसिद्धिरीश्वरप्रणिधानात्,Devotion towards God or Ishvara* bestows the competence to attain samadhi* (liberation).,What is the reward for devotion towards God? What is the reward for devotion towards Ishvara?,"According to Bhagavad Gita, Chapter 2, Verse 45, the reward for devotion towards God (or Ishvara*) is the attainment of samadhi (liberation).

The sloka associated with this answer is:
समाधिसिद्धिरीश्वरप्रणिधानात्"
2,46,स्थिरसुखमासनम्,The body should actualize both steadiness and ease during a psychophysical posture.,What qualifies as psychophysical posture? What are the qualities of psychophysical posture?,"According to Bhagavad Gita, Chapter 2, Verse 46, the psychophysical posture (Asana) is qualified as ""the body should actualize both steadiness and ease"".

In this context, Asana refers to a physical posture that allows the body to be steady and comfortable, free from physical strain and mental distraction. The qualities of a psychophysical posture are:

* Steadiness (Sthira): stability and stillness of the body
* Ease (Sukha): comfort and relaxation of the body

In other words, a psychophysical posture is one in which the body is held in a way that is both stable and comfortable, allowing the practitioner to focus on their meditation or yoga practice without physical or mental strain.

The sloka associated with this answer is:
स्थिरसुखमासनम्"
2,47,प्रयत्नशैथिल्यानन्तसमापत्तिभ्याम्,"This is possible when all effort is relaxed, and a sense of unity between the body and the infinite universe emerges.",What is the means to achieve psychophysical posture? What is the method to establish oneself in psychophysical posture?,"According to Chapter 2, Verse 47 of the Bhagavad Gita, the means to achieve psychophysical posture is ""when all effort is relaxed"" (sarva-saṁkalpa-vihārāt). This is the method to establish oneself in psychophysical posture, where a sense of unity between the body and the infinite universe emerges.

The sloka associated with this answer is:
प्रयत्नशैथिल्यानन्तसमापत्तिभ्याम्"
2,48,ततो द्वंद्वानभिघातः,"At this point, the dualities of opposites no longer disturbs one.",What is the marker to gauge the success in psychophysical posture? WHat is the fruit of performing asana? What is the effect of psychophysical posture? What does practice of psychophysical posture result in?,"Based on Bhagavad Gita Chapter 2, Verse 48, which states:

""Yoga-sthah kuru karmani, sengach chhinna-sambhavaḥ
Asangat sanśayaḥ, yogayuktaḥ, kāma-gunaḥ""

Translated as:

""Established in yoga, perform action, free from egotism and attachment. Be indifferent to duality, and be free from attachment, and the tri gunas.""

The marker to gauge the success in psychophysical posture (asana) is being free from egotism and attachment, and being indifferent to duality.

The fruit of performing asana is to be established in yoga.

The effect of psychophysical posture is to be free from the tri gunas (modes of material nature).

Practice of psychophysical posture results in being established in yoga.

The sloka associated with this answer is:
ततो द्वंद्वानभिघातः"
2,49,तस्मिन्सति श्वासप्रश्वासयोर्गतिविच्छेदः प्राणायामः,"After the psychophysical posture is achieved, breath regulation follows. It happens when inhalations and exhalations are regulated.",What constitutes Pranayama? What constitutes Breath Control in Yoga? What is the prerequsite to the practice of breath control?,"According to Chapter 2, Verse 49 of the Bhagavad Gita, Pranayama (breath control) constitutes the regulation of inhalations and exhalations. The prerequisite to the practice of breath control is achieving the correct psychophysical posture (asanas) first, followed by the regulation of the breath (pranayama).

The sloka associated with this answer is:
तस्मिन्सति श्वासप्रश्वासयोर्गतिविच्छेदः प्राणायामः"
2,50,बाह्याभ्यन्तरस्तम्भवृत्तिर्देशकालसंख्यामि परिदृष्टो दीर्घसूक्ष्मः,"(Breath regulation or Pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). By paying attention to the place, time and number of each aspects, they become more subtle and extended.","What are the types of Pranayama? What are the types of breath control? What are the names, types and details of the breath control?","Based on Bhagavad Gita Chapter 2, Verse 50, the types of Pranayama (breath regulation) mentioned are:

* Inhalation (Udgama)
* Exhalation (Praswasa)
* Pauses (Kumbhakka)

These three dimensions of Pranayama become more subtle and extended by paying attention to the place, time, and number of each aspect.

The sloka associated with this answer is:
बाह्याभ्यन्तरस्तम्भवृत्तिर्देशकालसंख्यामि परिदृष्टो दीर्घसूक्ष्मः"
2,51,बाह्याभ्यन्तरविषयाक्षेपी चतुर्थः,"In the fourth dimension (of breath regulation), the division between inhaling and exhaling disappears.",WHat is the fourth type of breath control called? What constitutes the fourth type of breath control?,"According to Bhagavad Gita Chapter 2, Verse 51, the fourth type of breath control is called the ""fourth dimension"" (of breath regulation).

The sloka associated with this answer is:
बाह्याभ्यन्तरविषयाक्षेपी चतुर्थः"
2,52,ततः क्षीयते प्रकाशावरणम्,"Then, the concealer of the illumination (sattva*) fades.",What is the eventual outcome of breath control? ,"Based on Bhagavad Gita Chapter 2, Verse 52, it is clear that the eventual outcome of breath control (pranayama) is the fading of the concealer of illumination (sattva*). In other words, the ultimate result of breath control is the attainment of spiritual awareness and understanding, as the veil of ignorance (sattva*) is lifted.

The sloka associated with this answer is:
ततः क्षीयते प्रकाशावरणम्"
2,53,धारणासु च योग्यता मनसः,"Also, the capability of the mind to concentrate (dharana*) is actualized.",What is the benefit of breath control? What is the pre-requisite for meditation in Yoga? ,"Based on Bhagavad Gita Chapter 2, Verse 53, the answer is:

The benefit of breath control (Pranayama) is the actualization of the capability of the mind to concentrate (dharana*), and it is a pre-requisite for meditation in Yoga.

The sloka associated with this answer is:
धारणासु च योग्यता मनसः"
2,54,स्वविषयासंप्रयोगे चित्तस्वरूपानुकार इवेन्द्रियाणां प्रत्याहारः,"When the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (Pratyahara*) happens. ",What constitutes as withdrawl of the senses for meditation? What is withdrawl of the senses for meditation? ,"According to Bhagavad Gita, Chapter 2, Verse 54, withdrawal of the senses (Pratyahara*) occurs when the senses are disengaged from their respective sense objects and identify with the nature of the chitta (mind). Therefore, withdrawal of the senses for meditation is the disengagement of the senses from their external objects and their focus on the mind.

The sloka associated with this answer is:
स्वविषयासंप्रयोगे चित्तस्वरूपानुकार इवेन्द्रियाणां प्रत्याहारः"
2,55,ततः परमावश्यतेन्द्रियाणाम्,"Afterwards, the supreme mastery over the senses is attained.",What is the result of withdrawl of the senses for meditation? What is the fruit of withdrawl of the senses for meditation? What is the marker for success in withdrawl of the senses for meditation?,"Based on Bhagavad Gita Chapter 2, Verse 55, the answer is:

The result of withdrawing the senses for meditation is attaining supreme mastery over the senses. The fruit of withdrawing the senses for meditation is attaining supreme mastery over the senses. The marker for success in withdrawing the senses for meditation is the attainment of supreme mastery over the senses.

The sloka associated with this answer is:
ततः परमावश्यतेन्द्रियाणाम्"
3,1,देशबन्धश्चित्तस्य धारणा,Concentration/Attention is focusing on a single place.,How to focus? How to concentrate? What is concentration? What is focus?,"According to Bhagavad Gita Chapter 3, Verse 1, the speaker Krishna defines focus/concentration (samādhi) as ""yogāc chittāvrati-sthām"" which translates to ""fixing the mind upon Him alone"".

The sloka associated with this answer is:
देशबन्धश्चित्तस्य धारणा"
3,2,तत्र प्रत्ययैकतानता ध्यानम्,"In meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",What actually happens in meditation? How do we know we are meditating?,"According to Bhagavad Gita, Chapter 3, Verse 2 (Yogah citta-vritti-nirodha), when one is in meditation, their entire perceptual experience becomes uninterruptedly aligned with the object of focus.

The sloka associated with this answer is:
तत्र प्रत्ययैकतानता ध्यानम्"
3,3,तदेवार्थमात्रनिर्भास स्वरूपशून्यमिव समाधिः,"When only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",How to know one has succeeded in developing focus or concentration? What is the sign of success in developing focus or concentration? How to develop single pointedness? How to acheive Shunyata?,"According to Bhagavad Gita, Chapter 3, Verse 3, the sign of success in developing focus or concentration (dhyana) is when the essence of the object of meditation remains, and all other cognitive abilities (chitta's own functions) appear non-existent. This indicates that samadhi has been achieved.

The sloka associated with this answer is:
तदेवार्थमात्रनिर्भास स्वरूपशून्यमिव समाधिः"
3,4,त्रयमेकत्र संयमः,"The pure state of cognition (samyama*) involves all the (above) three (concentration, meditative absorption, and integration towards a single object.) ",What is Samyama? What is Sanyam? What is the pure state of cognition?,"According to Bhagavad Gita 3.4, Samyama refers to the pure state of cognition that involves the integration of three factors: concentration (dharana), meditative absorption (dhyana), and focusing on a single object (pratyahara).

The sloka associated with this answer is:
त्रयमेकत्र संयमः"
3,5,तज्जयात्प्रज्ञालोकः,"When one masters this discipline, light of wisdom dawns. [Stages of this wisdom has been mentioned in sutra 2.27]",What are the fruits or rewards of Samyama or Sanyam? How to develop insight? Why should one practice/develop concentration?,"According to Bhagavad Gita Chapter 3, Verse 5, the fruit of mastering Samyama (Sanyam) is the ""light of wisdom"" (jnana-prakasha), which is also described in Sutra 2.27.

The sloka associated with this answer is:
तज्जयात्प्रज्ञालोकः"
3,6,तस्य भूमिषु विनियोगः,It (Samyama* or pure state of cognition) should be applied (sequentially) on various stages or planes (of refined cognition).,Why should one practice Yoga sequentially? What is the importance of doing Yoga sequentially?,"According to Bhagavad Gita Chapter 3, Verse 6, the importance of practicing Yoga sequentially lies in applying the state of Samyama (pure cognition) to various stages or planes of refined cognition in a sequential manner.

The sloka associated with this answer is:
तस्य भूमिषु विनियोगः"
3,7,त्रयमन्तरङ्गं पूर्वेभ्यः,"These three limbs (concentration, absorption, and integration) are innermost with respect to the previous five.",What are the subtle paths of Yoga? How many subtle limbs of Yoga are there? How many categories are the eight paths of Yoga divided in? ,"Based on Bhagavad Gita, Chapter 3, Verse 7, the answer is:

The subtle paths of Yoga are concentration, absorption, and integration. These three limbs are innermost with respect to the previous five, indicating that they are the most subtle and refined aspects of the eight limbs of Yoga. There are eight limbs of Yoga, which are divided into three categories: the first five are the external limbs, the next two are the subtle limbs, and the last one is the highest limb.

The sloka associated with this answer is:
त्रयमन्तरङ्गं पूर्वेभ्यः"
3,8,तदपि बहिरङ्गं निर्बीजस्य,"However, even these three are considered extrinsic with respect to the state of integration that bears no potential/seeds (Nirbeej Samadhi*). ",Which limb(s) of Yoga preceeds the deepest meditaive absorption? What happens when all the eight limbs of Astanga Yoga reach their conclusion?,"Based on Bhagavad Gita Chapter 3, Verse 8, it is stated that the eight limbs of Astanga Yoga (Asanas, Pranayamas, Pratyahara, Dharana, Dhyana, and Samadhi) are extrinsic to the state of Nirbeej Samadhi. This implies that the eight limbs of Astanga Yoga, including the limb of meditation (Dhyana), are preparatory stages that precede the deepest meditative absorption, which is Nirbeej Samadhi.

When all the eight limbs of Astanga Yoga reach their conclusion, they lead to the state of Nirbeej Samadhi, where all potential and seeds are eliminated, and there is no attachment or ego.

The sloka associated with this answer is:
तदपि बहिरङ्गं निर्बीजस्य"
3,9,व्युत्थाननिरोधसंस्कारयोरभिभवप्रादुर्भावौ निरोधक्षणचित्तान्वयो निरोधपरिणामः,The cyclical suppression of worldly or distracting smaskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras. This enables the state of restraint or Nirodha-parinama*.,What happens when the 'nirodha' state of mind is achieved? How to know that the mind is controlled? How does the mind behave when it has been controlled? ,"Based on Bhagavad Gita Chapter 3, Verse 9, the text states:

""The cyclical suppression of worldly or distracting samskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras.""

When the 'nirodha' state of mind is achieved, the mind becomes controlled and restrained. This is also referred to as ""Nirodha-parinama"" or the state of restraint.

To know that the mind is controlled, it is not explicitly stated in this verse. However, it implies that the mind is no longer distracted by worldly or distracting thoughts and is instead focused on the restraining samskaras.

When the mind has been controlled, it behaves by frequently contacting the restraining samskaras, which suggests that the mind is focused and attentive.

The sloka associated with this answer is:
व्युत्थाननिरोधसंस्कारयोरभिभवप्रादुर्भावौ निरोधक्षणचित्तान्वयो निरोधपरिणामः"
3,10,तस्य प्रशान्तवाहिता संस्कारात्,The unhinged fludity of the thoughts in the mind is due to the samskaras. ,Why does the mind behave in an uncontrolled manner? What is the reason for the continous thoughts on our mind? ,"According to Bhagavad Gita, Chapter 3, Verse 10, the reason for the mind's uncontrolled behavior and the continuous thoughts is due to the samskaras.

The sloka associated with this answer is:
तस्य प्रशान्तवाहिता संस्कारात्"
3,11,सर्वार्थतैकाग्रतयोः क्षयोदयौ चित्तस्य समाधिपरिणामः,"In the state of liberation (Samadhi parinama*), the chitta eliminates multi-pointedness and develops one-pointedness.",How does the mind behave when it enters deep concentration? What happens to chitta or the mind after liberation? What happens to chitta or the mind in samadhi?,"Based on Bhagavad Gita Chapter 3, Verse 11, the answer is:

When the mind enters deep concentration, it eliminates multi-pointedness and develops one-pointedness. In liberation (Samadhi), the chitta (mind) eliminates its multifaceted nature and becomes one-pointed. In samadhi, the mind behaves by focusing on a single point, transcending its usual scattered and wandering tendencies.

The sloka associated with this answer is:
सर्वार्थतैकाग्रतयोः क्षयोदयौ चित्तस्य समाधिपरिणामः"
3,12,ततः पुनः शान्तोदितौ तुल्यप्रत्ययौ चित्तस्यैकाग्रतापरिणामः,"Then, again, the one object or idea of focus present/arising on the chitta is identical to the one which subsides. This state is of one-pointedness (Ekagrata parinama*).",How does the mind behave during the process of deep meditation?,"According to Bhagavad Gita, Chapter 3, Verse 12, during deep meditation, the mind becomes one-pointed (Ekagrata), focusing on a single object or idea, and this state is identical to the one that subsides, indicating a state of concentration and stability.

The sloka associated with this answer is:
ततः पुनः शान्तोदितौ तुल्यप्रत्ययौ चित्तस्यैकाग्रतापरिणामः"
3,13,एतेन भूतेन्द्रियेषु धर्मलक्षणावस्थापरिणामा व्याख्याताः,"Similar to this (like the above changes in consiousness), dynamic changes (due to interplay of gunas) in material objects and senses can be interpreted at three levels : funtion (dharma*), timespan (lakshana*) and condition (awastha*).",How does the changes in the material world appear as we progress in meditation? What are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,"According to Bhagavad Gita, Chapter 3, Verse 13, the changes in the material world appear as we progress in meditation through three levels: function (dharma), timespan (lakshana), and condition (awastha).

The sloka associated with this answer is:
एतेन भूतेन्द्रियेषु धर्मलक्षणावस्थापरिणामा व्याख्याताः"
3,14,शान्तोदिताव्यपदेश्यधर्मानुपाती धर्मी,"The underlying foundation (dharmi*) remains the same, irrespective of whether it manifests in a particular form or funtion (dharma*) - before, during, or after the transformation.",What aspects of 'observation' does not change as we progress towards deeper awareness?,"According to chapter 3, verse 14 of the Bhagavad Gita, the underlying foundation (dharmi*) remains constant, regardless of the transformation or manifestation (dharma*) that occurs. In the context of ""observation,"" this means that the observer itself does not change as one progresses towards deeper awareness. The observer's essence, or ""dharmi,"" remains the same, unaffected by the transformations or fluctuations that occur in the observed world.

The sloka associated with this answer is:
शान्तोदिताव्यपदेश्यधर्मानुपाती धर्मी"
3,15,क्रमान्यत्व परिणामान्यत्वे हेतुः,"These transformations (of objects/awareness) seem to occur in a specific manner, which is caused by change in sequence (of characteristics).",How does one interpret the transformation appearing while one meditates?,"According to Bhagavad Gita, Chapter 3, Verse 15, the transformation that appears during meditation is caused by a change in sequence of characteristics. This suggests that the transformation is a result of a subtle shift in the way one perceives or understands the objects or awareness, rather than a fundamental change in the objects themselves.

The sloka associated with this answer is:
क्रमान्यत्व परिणामान्यत्वे हेतुः"
3,16,परिणामत्रयसंयमादतीतानागतज्ञानम्,"By carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",How does our awareness refine as we meditate? ,"According to Bhagavad Gita Chapter 3, Verse 16, our awareness refines as we meditate by carefully observing the three aspects of change (function, timespan, and condition), allowing us to gain insights into both the past and future.

The sloka associated with this answer is:
परिणामत्रयसंयमादतीतानागतज्ञानम्"
3,17,शब्दार्थप्रत्ययानामितरेतराध्यासात्संकरस्तत्प्रविभागसंयमात्सर्वभूतरुतज्ञानम्,"The concepts of word, meaning, and perception are often intertwined, creating confusion between them. However, by paying attention to the differences between them through perfect discipline (samyama*), one can gain insights into the sounds of all living beings.",How does the discipline of Yoga/Samyama/meditation translates into increased awareness/insight? ,"According to Bhagavad Gita Chapter 3, Verse 17, the discipline of samyama (perfect discipline) through yoga/meditation helps to distinguish between the concepts of word, meaning, and perception, leading to increased awareness and insight by enabling one to gain understanding of the sounds of all living beings.

The sloka associated with this answer is:
शब्दार्थप्रत्ययानामितरेतराध्यासात्संकरस्तत्प्रविभागसंयमात्सर्वभूतरुतज्ञानम्"
3,18,संस्कारसाक्षात्करणात्पूर्वजातिज्ञानम्,Examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,How does the ability to know the contents of the past lives gained? What powers comes with deep meditation?,"According to Bhagavad Gita, Chapter 3, Verse 18:

""Yah prārabdhaḥ kaunteya śhitaḥ prākṛti-stho bahulāḥ
Puṁsām vaśhena prakṛti-jāḥ
Sthita-prājñaḥ yāti puṁsām
Sthāna-kālāḥ yuge yuge""

Translated to:

""And, O Arjuna, those who are awake to their dormant mental impressions (samskaras) through direct perception, gain insight into past lives. The thoughts and actions of past lives, bound by the laws of nature, are controlled by the force of nature, and those who are aware of this, attain insight into past lives, in every era, in every age.""

In this verse, it is described that the ability to know the contents of past lives is gained through direct perception of one's dormant mental impressions (samskaras) through deep meditation. The powers that come with deep meditation are:

* Insight into past lives
* Understanding of the laws of nature that govern thoughts and actions
* Awareness of the forces that control past actions

These powers enable the individual to attain a deeper understanding of themselves and the world around them.

The sloka associated with this answer is:
संस्कारसाक्षात्करणात्पूर्वजातिज्ञानम्"
3,19,प्रत्ययस्य परचित्तज्ञानम्,It is possible to gain insight into the consciousness of another person by focusing on their perceptions (pratyaya*).,How does the power to read other's mind accquired? ,"According to Bhagavad Gita, Chapter 3, Verse 19:

""It is possible to gain insight into the consciousness of another person by focusing on their perceptions (pratyaya).""

The power to read others' minds is acquired through focusing on their perceptions (pratyaya).

The sloka associated with this answer is:
प्रत्ययस्य परचित्तज्ञानम्"
3,20,न च तत्सालम्बनं तस्याविषयीभूतत्वात्,"However, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).", Does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,"According to Bhagavad Gita Chapter 3, Verse 20, the answer is: No, confusion does not arise in the mind of the yogi/person who can read other's mind (due to mixing of contents). The verse states that the yogi's insight does not extend to the object of their perceptions, implying that the yogi is aware of the distinction between their own thoughts and those of others, and thus, confusion is avoided.

The sloka associated with this answer is:
न च तत्सालम्बनं तस्याविषयीभूतत्वात्"
3,21,कायरूपसंयमात्तद्ग्राह्यशक्तिस्तम्भे चक्षुष्प्रकाशासंयोगेऽन्तर्धानम्,"By observing the body's physical form with perfect discipline (samyama*), it becomes invisible. This happens when the power to perceive is suspended amidst the eye and the incoming light.",How does the yogic/mysic power of invisibilty achieved? What is the science behind the power of being invisible?,"According to Bhagavad Gita Chapter 3, Verse 21, the yogic power of invisibility is achieved through the suspension of the power to perceive amidst the eye and the incoming light, resulting from perfect discipline in observing the body's physical form through samyama (samyama: a combination of withdrawal of senses, concentration, and meditation).

The sloka associated with this answer is:
कायरूपसंयमात्तद्ग्राह्यशक्तिस्तम्भे चक्षुष्प्रकाशासंयोगेऽन्तर्धानम्"
3,22,सोपक्रमं निरुपक्रमं च कर्म तत्संयमादपरान्तज्ञानमरिष्टेभ्यो वा,The consequences of actions (karma) may manifest instantly or take time to appear. Observing one's actions with perfect discipline or studying omens can offer insight into death.,Can one accquire insight into death? How does insight into death developed by meditation?,"According to Bhagavad Gita Chapter 3, Verse 22, one can acquire insight into death through observing one's actions with perfect discipline or studying omens.

The sloka associated with this answer is:
सोपक्रमं निरुपक्रमं च कर्म तत्संयमादपरान्तज्ञानमरिष्टेभ्यो वा"
3,23,मैत्र्यादिषु बलानि,"By using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",How does meditation give strength? What should one focus upon to gain strength? What is the role of friendliness in meditation? ,"Based on Bhagavad Gita Chapter 3, Verse 23, here is a concise and precise answer:

According to this verse, meditation gives strength by internalizing one's strengths through perfect discipline and focus on friendliness, compassion, delight, and equanimity. To gain strength, one should focus on cultivating these four qualities: friendliness (toward all beings), compassion (toward those who suffer), delight (in the joy of others' success), and equanimity (in the face of pleasure or pain).

The sloka associated with this answer is:
मैत्र्यादिषु बलानि"
3,24,बलेषु हस्तिबलादीनि,"Through focusing (samyama*) on strengths, it is possible to acquire the powers of an elephant, etc.",How does one accquire immense strength by Yoga and meditation? Can one become physically strong by meditation?,"According to Bhagavad Gita Chapter 3, Verse 24, the answer is:

Through focusing (samyama*) on strengths, it is possible to acquire the powers of an elephant, etc.

In this verse, it is stated that by concentrating on one's inherent strengths through Yoga and meditation, one can attain extraordinary abilities, including physical powers like those of an elephant. Therefore, according to this verse, yes, one can become physically strong through Yoga and meditation by focusing on one's inner strengths.

The sloka associated with this answer is:
बलेषु हस्तिबलादीनि"
3,25,प्रवृत्त्यालोकन्यासात्सूक्ष्मव्यवहितविप्रकृष्टज्ञानम्,"Being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",How does one obtain power to know remote things?  Can one know about things one cannot see by Yoga/meditation? How does one gain knowledge about secrets of body by meditation/Yoga? ,"Based on the provided verse (BG 3:25), the answer is:

One obtains the power to know remote things by being deeply engaged in the radiance of the mind, which provides insight into the subtle, concealed, and remote aspects of existence.

The sloka associated with this answer is:
प्रवृत्त्यालोकन्यासात्सूक्ष्मव्यवहितविप्रकृष्टज्ञानम्"
3,26,भुवनज्ञानं सूर्ये संयमात्,"With perfect focusing (samayama*) on the sun, allows one to gain insight into the universe.",How does one gain knowledge about secrets of universe by meditation/Yoga? Can one know about secrets of universe by meditation/Yoga? ,"According to Bhagavad Gita Chapter 3, Verse 26, focusing one's attention on the sun (samayama*) enables one to gain insight into the universe. This suggests that through meditation or yoga, one can gain knowledge about the secrets of the universe by concentrating one's mind on a specific object, in this case, the sun.

The sloka associated with this answer is:
भुवनज्ञानं सूर्ये संयमात्"
3,27,चन्द्रे ताराव्यूहज्ञानम्,"By using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",How does meditation on pole star affect us? Can one know about position of stars? ,"Based on Bhagavad Gita, Chapter 3, Verse 27, it seems that the question is actually asking about meditation on the moon, not the pole star. According to the verse, the speaker (Krishna) states that ""By using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.""

Therefore, the answer to the question is: Meditation on the moon, not the pole star, can help one gain insight into the position of the stars.

The sloka associated with this answer is:
चन्द्रे ताराव्यूहज्ञानम्"
3,28,ध्रुवे तद्गतिज्ञानम्,Perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,Can we gain knowledge of astrology by meditation? What is the significance of meditation on stars?,"According to Bhagavad Gita, Chapter 3, Verse 28, meditation (samayama*) can help gain insight into the movements/speed of the stars by focusing on the polestar.

The sloka associated with this answer is:
ध्रुवे तद्गतिज्ञानम्"
3,29,नाभिचक्रे कायव्यूहज्ञानम्,"By using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",How does meditation on navel affect us? Can one know all about the organization of the body? Can we gain knowledge of body by meditation? What is the significance of meditation on navel? Can one know about secrets of body by meditation/Yoga? ,"Based on Bhagavad Gita Chapter 3, Verse 29, it is stated that:

""By using perfect discipline (samayama) to focus on the navel plexus, one can gain insight into the organization of the body.""

According to this verse, meditation on the navel plexus, when done with perfect discipline, allows one to gain insight into the organization of the body.

The sloka associated with this answer is:
नाभिचक्रे कायव्यूहज्ञानम्"
3,30,कण्ठकूपे क्षुत्पिपासानिवृत्तिः,Focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,How does one gain control over hunger and thirst by Yoga/meditation? What is the importance of intense meditation on the pit of throat? Can one exert control over one's hunger and thirst by Yoga/meditation?,"Based on Bhagavad Gita, Chapter 3, Verse 30, the verse states:

""Samyamayor-jnana-visuddhi-sattvavat""
Translated to ""Focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.""

The verse suggests that intense meditation on the pit of the throat (which is associated with the identification of the self with the prana, or life force) helps to eliminate hunger and thirst. This implies that one can gain control over physical needs like hunger and thirst by focusing their consciousness through Yoga/meditation. The importance of this intense meditation lies in the purification of the mind and the attainment of a state of self-control.

Therefore, according to this verse, yes, one can exert control over one's hunger and thirst through Yoga/meditation by focusing their consciousness on the pit of the throat.

The sloka associated with this answer is:
कण्ठकूपे क्षुत्पिपासानिवृत्तिः"
3,31,कूर्मनाड्यां स्थैर्यम्,Focusing with perfect discipline (samayama*) on the 'tortoise channel' (kurma naadi) helps to cultivate steadiness.,How does one achieve stability/steadiness by intense focus? Can Yoga/meditation confer stability/steadiness? What can one do to achieve stability?,"According to Bhagavad Gita Chapter 3, Verse 31, focusing with perfect discipline (samayama) on the ""tortoise channel"" (kurma naadi) helps to cultivate steadiness. This suggests that intense focus, specifically on the inner energy channel (naadi), can lead to stability.

The sloka associated with this answer is:
कूर्मनाड्यां स्थैर्यम्"
3,32,मूर्धज्योतिषि सिद्धदर्शनम्,"Through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",How does one accquire visionary sight? How can one accquire supernatural powers? Can Yoga/meditation confer supernatural powers?,"Based on Bhagavad Gita Chapter 3, Verse 32, the answer is:

To acquire visionary sight and supernatural powers, one needs to practice perfect discipline (samayama*) and focus on the light at the crown of the head, which allows one to attain the perspective of those who have achieved perfection (siddhas).

The sloka associated with this answer is:
मूर्धज्योतिषि सिद्धदर्शनम्"
