chapter,verse,speaker,sanskrit,translation,question,augmented_response
11,27,अर्जुन,वक्त्राणि ते त्वरमाणा विशन्ति दंष्ट्राकरालानि भयानकानि| केचिद्विलग्ना दशनान्तरेषु संदृश्यन्ते चूर्णितैरुत्तमाङ्गैः || 11.27 || ,"Some hurry into Your mouths with their terrible teeth, fearful to behold. Some are found stuck in the gaps between the teeth, their heads crushed to powder.",Did Arjuna see warriors being crushed by Krishna?,"According to Bhagavad Gita, Chapter 11, Verse 27, Arjuna saw some warriors being crushed to powder stuck in the gaps between Krishna's teeth, while others were being devoured by Krishna's mouths.

The sloka associated with this answer is:
वक्त्राणि ते त्वरमाणा विशन्ति दंष्ट्राकरालानि भयानकानि| केचिद्विलग्ना दशनान्तरेषु संदृश्यन्ते चूर्णितैरुत्तमाङ्गैः || 11.27 || "
11,28,अर्जुन,यथा नदीनां बहवोऽम्बुवेगाः समुद्रमेवाभिमुखा द्रवन्ति| तथा तवामी नरलोकवीरा विशन्ति वक्त्राण्यभिविज्वलन्ति || 11.28 || ,"Verily, just as many torrents of rivers flow towards the ocean, so too these heroes in the world of men enter Thy flaming mouths.",What did Arjuna compare Krishna's mouth with?,"According to Bhagavad Gita, Chapter 11, Verse 28, Arjuna compared Krishna's mouth with a ""flaming mouth"".

The sloka associated with this answer is:
यथा नदीनां बहवोऽम्बुवेगाः समुद्रमेवाभिमुखा द्रवन्ति| तथा तवामी नरलोकवीरा विशन्ति वक्त्राण्यभिविज्वलन्ति || 11.28 || "
11,29,अर्जुन,यथा प्रदीप्तं ज्वलनं पतङ्गा विशन्ति नाशाय समृद्धवेगाः| तथैव नाशाय विशन्ति लोका स्तवापि वक्त्राणि समृद्धवेगाः || 11.29 || ,"As moths hurriedly rush into a blazing fire, leading to their own destruction, so too these creatures hurry into Your mouths, leading to their own destruction.",What did Arjuna compare the creatures entering Krishna's mouth with?,"According to Bhagavad Gita Chapter 11, Verse 29, Arjuna compared the creatures entering Krishna's mouth with moths.

The sloka associated with this answer is:
यथा प्रदीप्तं ज्वलनं पतङ्गा विशन्ति नाशाय समृद्धवेगाः| तथैव नाशाय विशन्ति लोका स्तवापि वक्त्राणि समृद्धवेगाः || 11.29 || "
11,30,अर्जुन,लेलिह्यसे ग्रसमानः समन्ता ल्लोकान्समग्रान्वदनैर्ज्वलद्भिः| तेजोभिरापूर्य जगत्समग्रं भासस्तवोग्राः प्रतपन्ति विष्णो || 11.30 || ,"Thou lickest up, devouring all the worlds on every side with Thy flaming mouths. Thy fierce rays, filling the whole world with radiance, burn, O Vishnu!",How did Arjuna describe various living beings entering Krishna's divine form?,"According to Chapter 11, Verse 30 of the Bhagavad Gita, Arjuna describes various living beings entering Krishna's divine form by stating that Krishna ""llicks up, devouring all the worlds on every side with Thy flaming mouths."" This indicates that all beings are absorbed into Krishna's divine form, implying a dissolution of individual identities and a merging with the ultimate reality.

The sloka associated with this answer is:
लेलिह्यसे ग्रसमानः समन्ता ल्लोकान्समग्रान्वदनैर्ज्वलद्भिः| तेजोभिरापूर्य जगत्समग्रं भासस्तवोग्राः प्रतपन्ति विष्णो || 11.30 || "
11,31,अर्जुन,आख्याहि मे को भवानुग्ररूपो नमोऽस्तु ते देववर प्रसीद| विज्ञातुमिच्छामि भवन्तमाद्यं न हि प्रजानामि तव प्रवृत्तिम् || 11.31 || ,"Tell me, who you are, so fierce of form. I offer my salutations to you, O God Supreme; have mercy on me. I desire to know you, the original Being. I do not indeed know your workings.",What did Arjuna ask Krishna to do after seeing his terrifying divine form?,"According to Bhagavad Gita Chapter 11, Verse 31, Arjuna asked Krishna to have mercy on him after seeing his terrifying divine form.

The sloka associated with this answer is:
आख्याहि मे को भवानुग्ररूपो नमोऽस्तु ते देववर प्रसीद| विज्ञातुमिच्छामि भवन्तमाद्यं न हि प्रजानामि तव प्रवृत्तिम् || 11.31 || "
11,32,भगवान,कालोऽस्मि लोकक्षयकृत्प्रवृद्धो लोकान्समाहर्तुमिह प्रवृत्तः| ऋतेऽपि त्वां न भविष्यन्ति सर्वे येऽवस्थिताः प्रत्यनीकेषु योधाः || 11.32 || ,"The Blessed Lord said, ""I am the full-grown, world-destroying Time, now engaged in destroying the worlds. Even without you, none of the warriors arrayed in the hostile armies will live.""",Were the warriors in the Mahabharata war destined to die?,"According to Bhagavad Gita Chapter 11, Verse 32, the Lord (भगवान) declares, ""I am the full-grown, world-destroying Time, now engaged in destroying the worlds."" This indicates that the warriors in the Mahabharata war were indeed destined to die, as they were part of the natural cycle of destruction brought about by the Lord's divine time (काल).

The sloka associated with this answer is:
कालोऽस्मि लोकक्षयकृत्प्रवृद्धो लोकान्समाहर्तुमिह प्रवृत्तः| ऋतेऽपि त्वां न भविष्यन्ति सर्वे येऽवस्थिताः प्रत्यनीकेषु योधाः || 11.32 || "
11,33,भगवान,तस्मात्त्वमुत्तिष्ठ यशो लभस्व जित्वा शत्रून् भुङ्क्ष्व राज्यं समृद्धम्| मयैवैते निहताः पूर्वमेव निमित्तमात्रं भव सव्यसाचिन् || 11.33 || ,"Therefore, stand up and obtain fame. Conquer the enemies and enjoy the unparalleled kingdom. Verily, by Me they have already been slain; be thou a mere instrument, O Arjuna.",Was Arjuna merely an intrument in the war to carry out mass termination of human beings?,"According to Bhagavad Gita Chapter 11, Verse 33, Lord Krishna instructs Arjuna to ""be thou a mere instrument"" in the war, implying that Arjuna is not responsible for the killing of the enemies, but rather a mere instrument or vessel for divine action.

The sloka associated with this answer is:
तस्मात्त्वमुत्तिष्ठ यशो लभस्व जित्वा शत्रून् भुङ्क्ष्व राज्यं समृद्धम्| मयैवैते निहताः पूर्वमेव निमित्तमात्रं भव सव्यसाचिन् || 11.33 || "
11,34,भगवान,द्रोणं च भीष्मं च जयद्रथं च कर्णं तथाऽन्यानपि योधवीरान्| मया हतांस्त्वं जहि मा व्यथिष्ठा युध्यस्व जेतासि रणे सपत्नान् || 11.34 || ,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.",How did Krishna convince Arjuna that he is going to win in the war?,"According to Bhagavad Gita, Chapter 11, Verse 34, Krishna convinced Arjuna that he is going to win in the war by stating: ""Drona, Bhishma, Jayadratha, Karna, and other brave warriors have already been slain by Me; do not be distressed with fear; fight and you shall conquer your enemies in battle.""

The sloka associated with this answer is:
द्रोणं च भीष्मं च जयद्रथं च कर्णं तथाऽन्यानपि योधवीरान्| मया हतांस्त्वं जहि मा व्यथिष्ठा युध्यस्व जेतासि रणे सपत्नान् || 11.34 || "
11,35,सञ्जय,एतच्छ्रुत्वा वचनं केशवस्य कृताञ्जलिर्वेपमानः किरीटी| नमस्कृत्वा भूय एवाह कृष्णं सगद्गदं भीतभीतः प्रणम्य || 11.35 || ,"Sanjaya said, Having heard that speech of Lord Krishna, Arjuna, with joined palms, trembling, prostrated himself, again addressing Krishna in a choked voice, bowing down, overwhelmed with fear.",Was Arjuna choked with emotion on seeing Krishna's divine form?,"No, according to the verse, Arjuna was overwhelmed with fear, not emotion, when addressing Krishna after seeing his divine form.

The sloka associated with this answer is:
एतच्छ्रुत्वा वचनं केशवस्य कृताञ्जलिर्वेपमानः किरीटी| नमस्कृत्वा भूय एवाह कृष्णं सगद्गदं भीतभीतः प्रणम्य || 11.35 || "
11,36,अर्जुन,स्थाने हृषीकेश तव प्रकीर्त्या जगत् प्रहृष्यत्यनुरज्यते च| रक्षांसि भीतानि दिशो द्रवन्ति सर्वे नमस्यन्ति च सिद्धसङ्घाः || 11.36 || ,"Arjuna said, ""It is fitting, O Krishna, that the world delights and rejoices in Your praise; demons fly in fear in all directions and the hosts of the perfected ones bow to You.""",Who is afraid of God?,"According to Bhagavad Gita Chapter 11, Verse 36, it is the demons who are afraid of God (Krishna).

The sloka associated with this answer is:
स्थाने हृषीकेश तव प्रकीर्त्या जगत् प्रहृष्यत्यनुरज्यते च| रक्षांसि भीतानि दिशो द्रवन्ति सर्वे नमस्यन्ति च सिद्धसङ्घाः || 11.36 || "
11,37,अर्जुन,कस्माच्च ते न नमेरन्महात्मन् गरीयसे ब्रह्मणोऽप्यादिकर्त्रे| अनन्त देवेश जगन्निवास त्वमक्षरं सदसत्तत्परं यत् || 11.37 || ,"And why should they not, O great Soul, bow to Thee Who art greater than all else, the primal cause even of the Creator (Brahma), O Infinite Being, O Lord of the gods, O Abode of the universe; Thou art the imperishable, the Being, the non-being, and That which is supreme—that which is beyond the Being and the non-being.",Why do the sages bow down to God?,"According to Arjuna in Chapter 11, Verse 37 of the Bhagavad Gita, the sages bow down to God because He is greater than all else, the primal cause of the Creator (Brahma), and the Infinite Being, being the Abode of the universe, imperishable, and supreme.

The sloka associated with this answer is:
कस्माच्च ते न नमेरन्महात्मन् गरीयसे ब्रह्मणोऽप्यादिकर्त्रे| अनन्त देवेश जगन्निवास त्वमक्षरं सदसत्तत्परं यत् || 11.37 || "
11,38,अर्जुन,त्वमादिदेवः पुरुषः पुराण स्त्वमस्य विश्वस्य परं निधानम्| वेत्तासि वेद्यं च परं च धाम त्वया ततं विश्वमनन्तरूप || 11.38 || ,"You are the primal God, the ancient Purusha, the supreme refuge of this universe, the knower, the knowable, and the supreme Abode. Through You, the universe is pervaded, O Being of infinite forms.",who is the knower as well as the object of knowledge?,"According to Bhagavad Gita 11.38, spoken by Arjuna, the knower as well as the object of knowledge is the Supreme Being, who is described as the primal God, the ancient Purusha, and the supreme Abode.

The sloka associated with this answer is:
त्वमादिदेवः पुरुषः पुराण स्त्वमस्य विश्वस्य परं निधानम्| वेत्तासि वेद्यं च परं च धाम त्वया ततं विश्वमनन्तरूप || 11.38 || "
11,39,अर्जुन,वायुर्यमोऽग्निर्वरुणः शशाङ्कः प्रजापतिस्त्वं प्रपितामहश्च| नमो नमस्तेऽस्तु सहस्रकृत्वः पुनश्च भूयोऽपि नमो नमस्ते || 11.39 || ,"You are Vayu, Yama, Agni, Varuna, the moon, the Creator, and the great-grandfather. I offer my salutations to You a thousand times, and again I offer my salutations to You.",What does Arjuna compare Krishna with?,"According to Bhagavad Gita Chapter 11, Verse 39, Arjuna compares Krishna with various cosmic entities, specifically: Vayu (wind), Yama (god of death), Agni (fire), Varuna (god of the sky), the moon, the Creator (Brahma), and the great-grandfather (Lord Brahma).

The sloka associated with this answer is:
वायुर्यमोऽग्निर्वरुणः शशाङ्कः प्रजापतिस्त्वं प्रपितामहश्च| नमो नमस्तेऽस्तु सहस्रकृत्वः पुनश्च भूयोऽपि नमो नमस्ते || 11.39 || "
11,40,अर्जुन,नमः पुरस्तादथ पृष्ठतस्ते नमोऽस्तु ते सर्वत एव सर्व| अनन्तवीर्यामितविक्रमस्त्वं सर्वं समाप्नोषि ततोऽसि सर्वः || 11.40 || ,"Salutations to You in front and behind! Salutations to You on every side! O All! You, infinite in power and prowess, pervade all; therefore You are all.",Did Arjuna finally realise that Krishna was God himself?,"Based on Bhagavad Gita Chapter 11, Verse 40, spoken by Arjuna, it can be inferred that Arjuna has come to recognize Krishna as the Supreme Being. The verse reads: ""Salutations to You in front and behind! Salutations to You on every side! O All! You, infinite in power and prowess, pervade all; therefore You are all."" This verse indicates that Arjuna has acknowledged Krishna's omnipresence and infinite power, suggesting that he has realized Krishna's divine nature.

The sloka associated with this answer is:
नमः पुरस्तादथ पृष्ठतस्ते नमोऽस्तु ते सर्वत एव सर्व| अनन्तवीर्यामितविक्रमस्त्वं सर्वं समाप्नोषि ततोऽसि सर्वः || 11.40 || "
11,41,अर्जुन,सखेति मत्वा प्रसभं यदुक्तं हे कृष्ण हे यादव हे सखेति| अजानता महिमानं तवेदं मया प्रमादात्प्रणयेन वापि || 11.41 || ,"Whatever I have presumptuously said from carelessness or love, addressing You as O Krishna! O Yadava! O Friend! regarding You merely as a friend, unknowing of Your greatness.",When did Arjuna develop devotion towards Krishna?,"Based on the provided verse, it appears that Arjuna did not develop devotion towards Krishna until Chapter 11, Verse 41.

The sloka associated with this answer is:
सखेति मत्वा प्रसभं यदुक्तं हे कृष्ण हे यादव हे सखेति| अजानता महिमानं तवेदं मया प्रमादात्प्रणयेन वापि || 11.41 || "
11,42,अर्जुन,यच्चावहासार्थमसत्कृतोऽसि विहारशय्यासनभोजनेषु| एकोऽथवाप्यच्युत तत्समक्षं तत्क्षामये त्वामहमप्रमेयम् || 11.42 || ,"In whatever way I may have insulted You for the sake of fun, while at play, reposing, sitting, or at meals, when alone (with You), O Krishna, or in company, that I implore You, immeasurable one, to forgive.",Did Arjuna ever treat Krishna with disrespect?,"According to Bhagavad Gita Chapter 11, Verse 42, spoken by Arjuna, Arjuna himself acknowledges that he may have insulted Krishna at some point, likely unintentionally, while engaging in playful or casual moments.

The sloka associated with this answer is:
यच्चावहासार्थमसत्कृतोऽसि विहारशय्यासनभोजनेषु| एकोऽथवाप्यच्युत तत्समक्षं तत्क्षामये त्वामहमप्रमेयम् || 11.42 || "
11,43,अर्जुन,पितासि लोकस्य चराचरस्य त्वमस्य पूज्यश्च गुरुर्गरीयान्| न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्यो लोकत्रयेऽप्यप्रतिमप्रभाव || 11.43 || ,"Thou art the Father of this world, both moving and unmoving. Thou art to be adored by this world; Thou, the greatest Guru; for none exists who is equal to Thee; how then could there be another superior to Thee in the three worlds, O Being of unrivaled power?",Did Arjuna realise that Krishna was the highest being?,"Yes, according to Bhagavad Gita 11.43, spoken by Arjuna, he acknowledges Krishna as the highest being, saying ""Thou art to be adored by this world; Thou, the greatest Guru; for none exists who is equal to Thee; how then could there be another superior to Thee in the three worlds, O Being of unrivaled power?"" This verse indicates that Arjuna has realized Krishna's supreme nature and considers him the highest being.

The sloka associated with this answer is:
पितासि लोकस्य चराचरस्य त्वमस्य पूज्यश्च गुरुर्गरीयान्| न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्यो लोकत्रयेऽप्यप्रतिमप्रभाव || 11.43 || "
11,44,अर्जुन,तस्मात्प्रणम्य प्रणिधाय कायं प्रसादये त्वामहमीशमीड्यम्| पितेव पुत्रस्य सखेव सख्युः प्रियः प्रियायार्हसि देव सोढुम् || 11.44 || ,"Therefore, bowing down and prostrating my body, I crave Thy forgiveness, O adorable Lord. As a father forgives his son, a friend his dear friend, a lover his beloved, even so may Thou forgive me, O God.",When did Arjuna ask for Krishna's mercy?,"According to Chapter 11, Verse 44, Arjuna asked for Krishna's mercy in this particular verse.

The sloka associated with this answer is:
तस्मात्प्रणम्य प्रणिधाय कायं प्रसादये त्वामहमीशमीड्यम्| पितेव पुत्रस्य सखेव सख्युः प्रियः प्रियायार्हसि देव सोढुम् || 11.44 || "
11,45,अर्जुन,अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वा भयेन च प्रव्यथितं मनो मे| तदेव मे दर्शय देव रूपं प्रसीद देवेश जगन्निवास || 11.45 || ,"I am delighted, having seen something never seen before; yet my mind is distressed with fear. Show me that form only, O God; have mercy, O God of gods, O Abode of the universe.",Was Arjuna delighted after seeing Krishna's divine form?,"According to the Bhagavad Gita, Chapter 11, Verse 45, Arjuna says: ""I am delighted, having seen something never seen before..."" (Arjuna is the speaker). Therefore, the answer is: Yes, Arjuna was delighted after seeing Krishna's divine form.

The sloka associated with this answer is:
अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वा भयेन च प्रव्यथितं मनो मे| तदेव मे दर्शय देव रूपं प्रसीद देवेश जगन्निवास || 11.45 || "
11,46,अर्जुन,किरीटिनं गदिनं चक्रहस्त मिच्छामि त्वां द्रष्टुमहं तथैव| तेनैव रूपेण चतुर्भुजेन सहस्रबाहो भव विश्वमूर्ते || 11.46 || ,"I desire to see You as before, crowned, bearing a mace, with the discus in hand, in Your former form only, having four arms, O thousand-armed, Cosmic Being.",When did Arjuna ask Krishna to show his gracious form?,"According to the Bhagavad Gita, Chapter 11, Verse 46, Arjuna asked Krishna to show his gracious form in the 46th verse of Chapter 11.

The sloka associated with this answer is:
किरीटिनं गदिनं चक्रहस्त मिच्छामि त्वां द्रष्टुमहं तथैव| तेनैव रूपेण चतुर्भुजेन सहस्रबाहो भव विश्वमूर्ते || 11.46 || "
11,47,भगवान,मया प्रसन्नेन तवार्जुनेदं रूपं परं दर्शितमात्मयोगात्| तेजोमयं विश्वमनन्तमाद्यं यन्मे त्वदन्येन न दृष्टपूर्वम् || 11.47 || ,"The Blessed Lord said, ""O Arjuna, this Cosmic Form has graciously been shown to you by Me through My own Yogic power. It is full of splendour, primeval, and infinite; this Cosmic Form of Mine has never been seen before by anyone other than you.""",Had anyone seen Krishna's divine form before Arjuna?,"According to Bhagavad Gita, Chapter 11, Verse 47, the answer is no. The Blessed Lord, Krishna, says that this Cosmic Form has never been seen before by anyone other than Arjuna.

The sloka associated with this answer is:
मया प्रसन्नेन तवार्जुनेदं रूपं परं दर्शितमात्मयोगात्| तेजोमयं विश्वमनन्तमाद्यं यन्मे त्वदन्येन न दृष्टपूर्वम् || 11.47 || "
11,48,भगवान,न वेदयज्ञाध्ययनैर्न दानै र्न च क्रियाभिर्न तपोभिरुग्रैः| एवंरूपः शक्य अहं नृलोके द्रष्टुं त्वदन्येन कुरुप्रवीर || 11.48 || ,"Neither by the study of the Vedas, nor by gifts, nor by sacrifices, nor by severe austerities, can I be seen in this form in the world of men by any other than yourself, O great hero of the Kurus (Arjuna).",Can we get to see Krishna's divine form through austerities? Can we get to see God through austerities?,"Based on Bhagavad Gita Chapter 11, Verse 48, spoken by भगवान (Krishna), the answer is:

No, we cannot get to see Krishna's divine form or God through austerities. According to Krishna, neither by studying the Vedas, nor by making gifts, nor by performing sacrifices, nor by practicing severe austerities can anyone see Him in this form in the world of men, except for Arjuna, who is a great hero of the Kurus.

The sloka associated with this answer is:
न वेदयज्ञाध्ययनैर्न दानै र्न च क्रियाभिर्न तपोभिरुग्रैः| एवंरूपः शक्य अहं नृलोके द्रष्टुं त्वदन्येन कुरुप्रवीर || 11.48 || "
11,49,भगवान,मा ते व्यथा मा च विमूढभावो दृष्ट्वा रूपं घोरमीदृङ्ममेदम्| व्यपेतभीः प्रीतमनाः पुनस्त्वं तदेव मे रूपमिदं प्रपश्य || 11.49 || ,"Do not be afraid, nor be bewildered on seeing such a terrible form of Mine; with your fear dispelled and with a gladdened heart, now behold again this former form of Mine.",Did Krishna get back to his usual form in the war?,"According to Bhagavad Gita, Chapter 11, Verse 49, spoken by भगवान (Lord Krishna), He instructs Arjuna to behold His former form, implying that Krishna's ""terrible form"" has transformed back into His usual, benevolent form.

The sloka associated with this answer is:
मा ते व्यथा मा च विमूढभावो दृष्ट्वा रूपं घोरमीदृङ्ममेदम्| व्यपेतभीः प्रीतमनाः पुनस्त्वं तदेव मे रूपमिदं प्रपश्य || 11.49 || "
11,50,सञ्जय,इत्यर्जुनं वासुदेवस्तथोक्त्वा स्वकं रूपं दर्शयामास भूयः| आश्वासयामास च भीतमेनं भूत्वा पुनः सौम्यवपुर्महात्मा || 11.50 || ,"Sanjaya said, Having thus spoken to Arjuna, Krishna again showed His own form. The great Soul, assuming His gentle form, then consoled Arjuna, who was terrified.",When Krishna get back to his usual form in the war?,"According to Chapter 11, Verse 50 of the Bhagavad Gita, Krishna's divine form is revealed to Arjuna, not during the war.

The sloka associated with this answer is:
इत्यर्जुनं वासुदेवस्तथोक्त्वा स्वकं रूपं दर्शयामास भूयः| आश्वासयामास च भीतमेनं भूत्वा पुनः सौम्यवपुर्महात्मा || 11.50 || "
11,51,अर्जुन,दृष्ट्वेदं मानुषं रूपं तवसौम्यं जनार्दन| इदानीमस्मि संवृत्तः सचेताः प्रकृतिं गतः || 11.51 || ,"Arjuna said, ""Having seen this Thy gentle human form, O Krishna, now I am composed and have been restored to my own nature.""",When did Arjuna gain his composure after seeing the divine form?,"According to Chapter 11, Verse 51 of the Bhagavad Gita, Arjuna gained his composure after seeing Krishna's divine human form.

The sloka associated with this answer is:
दृष्ट्वेदं मानुषं रूपं तवसौम्यं जनार्दन| इदानीमस्मि संवृत्तः सचेताः प्रकृतिं गतः || 11.51 || "
11,52,भगवान,सुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम| देवा अप्यस्य रूपस्य नित्यं दर्शनकाङ्क्षिणः || 11.52 || ,"The Blessed Lord said, ""It is very hard indeed to see this form of Mine which thou hast seen; even the gods are ever longing to behold it.""",Is it easy to get to see God's divine  form? Is it easy to get to see God?,"Based on the Bhagavad Gita, Chapter 11, Verse 52, the speaker, भगवान (The Blessed Lord), states: ""It is very hard indeed to see this form of Mine which thou hast seen; even the gods are ever longing to behold it.""

From this verse, it can be concluded that it is indeed difficult to see God's divine form. The Lord Himself acknowledges that it is hard to behold His true form, even for the gods, who are considered to be powerful and revered beings.

The sloka associated with this answer is:
सुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम| देवा अप्यस्य रूपस्य नित्यं दर्शनकाङ्क्षिणः || 11.52 || "
11,53,भगवान,नाहं वेदैर्न तपसा न दानेन न चेज्यया| शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा || 11.53 || ,"Neither by the Vedas, nor by austerity, nor by gift, nor by sacrifice can I be seen in this form as thou hast seen Me so easily.",Can we get to see Krishna's divine form through rituals?,"According to Bhagavad Gita Chapter 11, Verse 53, spoken by भगवान (Krishna), the answer is ""No"". Krishna explicitly states that one cannot see Him in His divine form through rituals, such as the Vedas, austerity, gift, or sacrifice.

The sloka associated with this answer is:
नाहं वेदैर्न तपसा न दानेन न चेज्यया| शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा || 11.53 || "
11,54,भगवान,भक्त्या त्वनन्यया शक्य अहमेवंविधोऽर्जुन| ज्ञातुं दृष्टुं च तत्त्वेन प्रवेष्टुं च परंतप || 11.54 || ,"But by single-minded devotion, I can be known, seen, and entered into in reality, O Arjuna.",Is devotion necessary to know God?,"According to Bhagavad Gita, Chapter 11, Verse 54, spoken by भगवान (God), devotion (single-minded devotion) is necessary to know God.

The sloka associated with this answer is:
भक्त्या त्वनन्यया शक्य अहमेवंविधोऽर्जुन| ज्ञातुं दृष्टुं च तत्त्वेन प्रवेष्टुं च परंतप || 11.54 || "
11,55,भगवान,मत्कर्मकृन्मत्परमो मद्भक्तः सङ्गवर्जितः| निर्वैरः सर्वभूतेषु यः स मामेति पाण्डव || 11.55 || ,"He who does all actions for Me, who regards Me as the Supreme, who is devoted to Me, who is free from attachment, who bears no enmity towards any creature, he comes to Me, O Arjuna.",What happens to those who have no enemies?,"According to Bhagavad Gita Chapter 11, Verse 55, those who have no enmity towards any creature come to Lord Krishna.

The sloka associated with this answer is:
मत्कर्मकृन्मत्परमो मद्भक्तः सङ्गवर्जितः| निर्वैरः सर्वभूतेषु यः स मामेति पाण्डव || 11.55 || "
12,1,अर्जुन,एवं सततयुक्ता ये भक्तास्त्वां पर्युपासते| येचाप्यक्षरमव्यक्तं तेषां के योगवित्तमाः || 12.1 || ,"Arjuna said, ""Which of them are better versed in Yoga—those who steadfastly worship You, or those who worship the imperishable and the unmanifested?""",When did Arjuna start asking about devotion?,"Arjuna started asking about devotion in Chapter 12, Verse 1 of the Bhagavad Gita.

The sloka associated with this answer is:
एवं सततयुक्ता ये भक्तास्त्वां पर्युपासते| येचाप्यक्षरमव्यक्तं तेषां के योगवित्तमाः || 12.1 || "
12,2,भगवान,मय्यावेश्य मनो ये मां नित्ययुक्ता उपासते| श्रद्धया परयोपेतास्ते मे युक्ततमा मताः || 12.2 || ,"The Blessed Lord said, ""In My opinion, those who fix their minds on Me, worship Me ever steadfastly, and are endowed with supreme faith, are the best in Yoga.""",Who is considered to be the highest among Yogis?,"According to Bhagavad Gita, Chapter 12, Verse 2, the speaker (भगवान) considers those who fix their minds on Him, worship Him ever steadily, and are endowed with supreme faith to be the best in Yoga.

The sloka associated with this answer is:
मय्यावेश्य मनो ये मां नित्ययुक्ता उपासते| श्रद्धया परयोपेतास्ते मे युक्ततमा मताः || 12.2 || "
12,3,भगवान,ये त्वक्षरमनिर्देश्यमव्यक्तं पर्युपासते| सर्वत्रगमचिन्त्यं च कूटस्थमचलं ध्रुवम् || 12.3 || ,"Those who worship the imperishable, the indefinable, the unmanifest, the omnipresent, the unthinkable, the immovable, and the eternal.",What happens to those who meditate on formless God?,"According to Bhagavad Gita Chapter 12, Verse 3, those who worship the formless God (the imperishable, indefinable, unmanifest, omnipresent, unthinkable, immovable, and eternal) will attain liberation.

The sloka associated with this answer is:
ये त्वक्षरमनिर्देश्यमव्यक्तं पर्युपासते| सर्वत्रगमचिन्त्यं च कूटस्थमचलं ध्रुवम् || 12.3 || "
12,4,भगवान,संनियम्येन्द्रियग्रामं सर्वत्र समबुद्धयः| ते प्राप्नुवन्ति मामेव सर्वभूतहिते रताः || 12.4 || ,"Having restrained all the senses, being even-minded everywhere, and intent on the welfare of all beings, they verily come unto Me.",What happens after we have controlled our senses?,"According to Bhagavad Gita Chapter 12, Verse 4, it is stated that:

""Having restrained all the senses, being even-minded everywhere, and intent on the welfare of all beings, they verily come unto Me.""

After we have controlled our senses, we come unto the Lord (Krishna).

The sloka associated with this answer is:
संनियम्येन्द्रियग्रामं सर्वत्र समबुद्धयः| ते प्राप्नुवन्ति मामेव सर्वभूतहिते रताः || 12.4 || "
12,5,भगवान,"
क्लेशोऽधिकतरस्तेषामव्यक्तासक्तचेतसाम्|

अव्यक्ता हि गतिर्दुःखं देहवद्भिरवाप्यते || 12.5 || ","Greater is their trouble whose minds are set on the unmanifested, for the goal of the unmanifested is very hard for the embodied to reach.",Is God with form or formless?,"According to Bhagavad Gita, Chapter 12, Verse 5, spoken by भगवान (God), the translation states: ""Greater is their trouble whose minds are set on the unmanifested, for the goal of the unmanifested is very hard for the embodied to reach.""

From this verse, it can be inferred that God is formless, as the ""unmanifested"" refers to the formless, eternal, and infinite nature of God. This verse suggests that the goal of achieving God is difficult for embodied beings, implying that God is not perceived as having a physical form.

The sloka associated with this answer is:

क्लेशोऽधिकतरस्तेषामव्यक्तासक्तचेतसाम्|

अव्यक्ता हि गतिर्दुःखं देहवद्भिरवाप्यते || 12.5 || "
12,6,भगवान,"
ये तु सर्वाणि कर्माणि मयि संन्यस्य मत्पराः|

अनन्येनैव योगेन मां ध्यायन्त उपासते || 12.6 || ","But to those who worship Me, renouncing all actions in Me, regarding Me as the supreme goal, meditating on Me with single-minded yoga.",What is the use of having faith in God?,"According to Bhagavad Gita, Chapter 12, Verse 6, spoken by भगवान (God), the use of having faith in God is that it helps one to worship Him, renounce all actions in Him, regard Him as the supreme goal, and meditate on Him with single-minded yoga.

The sloka associated with this answer is:

ये तु सर्वाणि कर्माणि मयि संन्यस्य मत्पराः|

अनन्येनैव योगेन मां ध्यायन्त उपासते || 12.6 || "
12,7,भगवान,"
तेषामहं समुद्धर्ता मृत्युसंसारसागरात्|

भवामि नचिरात्पार्थ मय्यावेशितचेतसाम् || 12.7 || ","To those whose minds are set on Me, O Arjuna, verily I soon become the savior out of the ocean of Samsara.",Is it useful to pray to God?,"According to Bhagavad Gita Chapter 12, Verse 7, the speaker (भगवान) says: ""To those whose minds are set on Me, O Arjuna, verily I soon become the savior out of the ocean of Samsara.""

This verse suggests that it is indeed useful to pray to God, as the speaker (भगवान) promises to become the savior for those whose minds are set on Him.

The sloka associated with this answer is:

तेषामहं समुद्धर्ता मृत्युसंसारसागरात्|

भवामि नचिरात्पार्थ मय्यावेशितचेतसाम् || 12.7 || "
